name	figi	ticker	class_code
IBM	TCSF92001014	US4592001014	A30
Газпром	TCS207661625	RU0007661625	TILA21
Telefonica Deutschland	TCSF0A1J5RX9	DE000A1J5RX9	A29
Lear Corp	US5218652049	US5218652049	SPBXM_OTC
Starwood Property Trust REIT	BBG000M1J270	STWD	SPBXM
Fortrea Holdings Inc.	US34965K1079	US34965K1079	SPBXM_OTC
Tencent Music Entertainment	BBG00LDC5RK5	TME	nyse
Braskem SA	TCSF55321053	US1055321053	A29
West Pharmaceutical Services I	TCSF53061055	US9553061055	A30
Объединенная авиастроительная корпорация	BBG000Q7ZZY2	UNAC	TQBR
Brighthouse Financial	TCSF922N1037	US10922N1037	A29
Hilton	TCSF300A2033	US43300A2033	A29
АДР Niu Technologies	TCSF481N1000	US65481N1000	A29
Tapestry	BBG000BY29C7	TPR	SPBXM
Caesars Entertainment Corporation	TCSF769G1004	US12769G1004	A30
Host Hotels & Resorts REIT	TCSF107P1049	US44107P1049	A30
American Well Corporation	TCS3044L2043	AMWL	AMWL
КИФА	TCS10A108ZF3	QIFA	PSSU
Repare Therapeutics Inc	BBG00V5N3WP4	RPTX	RPTX
Andersons Inc	US0341641035	US0341641035	SPBXM_OTC
EverCommerce	TCSF977X1054	US29977X1054	A30
iBio	BBG000D5F2L9	US4510337086	NYSE
Pattern Energy Group Inc	BBG004Z4HFD8	PEGI	nasdaq
TPI Composites Inc	TCSF266J1043	US87266J1043	A29
Cal-Maine Foods Inc	TCSF80302027	US1280302027	A29
Purple Innovation Inc	TCSF640Y1064	US74640Y1064	A29
TDK Corp	BBG000BV0K03	TTDKY	otcus
Target	US87612E1064	US87612E1064	SPBXM_OTC
Sensient Technologies Corp	US81725T1007	US81725T1007	SPBXM_OTC
Fulgent Genetics	TCSF96641098	US3596641098	A29
Protalix BioTherapeutics	TCSF365A3095	US74365A3095	A29
WestRock	TCSF145D1054	US96145D1054	A29
Northern Trust	BBG000BQ74K1	NTRS	SPBXM
Ping An	TCSF000003X6	CNE1000003X6	A30
Novo Nordisk A/S	BBG000DYN996	NOVC	NOVC
Apollo Commercial Real Estate	US03762U1051	US03762U1051	SPBXM_OTC
FTC Solar, Inc.	BBG0320C1036	FTCI	SPBXM
Entegris Inc	TCSF362U1043	US29362U1043	A29
Standex International Corp	BBG000BTT5B8	SXI	SPBXM
Horizon Technology Finance	TCSF045A1025	US44045A1025	A29
Civista Bancshares	BBG000DWZWT4	CIVB	CIVB
Generac Holdings Inc	TCSF87361044	US3687361044	A30
John B Sanfilippo & Son Inc	TCSF04221078	US8004221078	A29
Remark Holdings, Inc.	BBG000PDGBB9	US75955K3005	MARK
Rheinmetall AG	BBG000BWT790	RHM@DE	SPBDE
Plexus Corp	BBG000BRBX66	PLXS	SPBXM
АДР Tuya Inc.	TCSF114C1071	US90114C1071	A30
ProPetro Holding Corp	TCSF347M1080	US74347M1080	A30
Appfolio Inc	BBG008GC8CP6	APPF	SPBXM
VICI Properties REIT	BBG00HVVB499	VICI	VICI
Redfin Corp	TCSF737F1084	US75737F1084	A30
FuelCell Energy	US35952H6018	US35952H6018	SPBXM_OTC
Ballard Power Systems	BBG000BNJRZ8	BLDP	SPBXM
АДР GDS Holdings Ltd	TCSF165L1089	US36165L1089	A30
Trane Technologies	BBG000BM6788	TT	SPBXM
Monster Beverage	TCSF174X1090	US61174X1090	A30
Hershey	TCSF78661081	US4278661081	A30
AerCap Holdings	TCSF00687663	NL0000687663	A29
АДР GDS Holdings Ltd	BBG00DYK7TL5	GDS	GDS
BASF SE	DE000BASF111	DE000BASF111	SPBXM_OTC
Bunge Global	TCSF00646267	CH1300646267	A30
АДР BioLine Rx Ltd	BBG001Y26LK0	US09071M2052	BLRX
Nexstar Media Group Inc	BBG000DZJVH0	NXST	SPBXM
Joby Aviation	TCS00X2MYTC2	RTP_old	KYG7483N1299
Array Technologies	BBG001V4SF46	ARRY	SPBXM
Labcorp Holdings	TCS249221055	US5049221055	011
Inovalon Holdings	BBG007TJX8V3	INOV	INOV
AstraZeneca PLC	US0463531089	US0463531089	SPBXM_OTC
Glencore PLC	TCSFB4T3BW64	JE00B4T3BW64	A29
Тамбовская энергосбытовая компания	BBG000MD2ST1	TASB	TQBR
Weibo Corporation	TCSF85961018	US9485961018	A29
LGI Homes Inc	TCSF187T1060	US50187T1060	A29
United Airlines Holdings	TCSF00471096	US9100471096	A29
Vimeo	US92719V1008	US92719V1008	SPBXM_OTC
United Parcel Service	BBG000L9CV04	UPS	SPBXM
Malibu Boats Inc	BBG005PXTR70	MBUU	SPBXM
Cardiovascular Systems Inc	US1416191062	US1416191062	SPBXM_OTC
АДР ANZ	TCSF736N1046	US03736N1046	A29
Apollo Commercial Real Estate	BBG000NFPF36	ARI	SPBXM
АДР HDFC Bank Limited	BBG000NWKS18	HDB	HDB
Air Lease Corporation	BBG000R3NPZ4	AL	AL
ATN International, Inc	TCSF215F1075	US00215F1075	A29
CDK Global	BBG006B6PVN9	CDK	SPBXM
Zimmer Biomet Holdings	BBG000BKPL53	ZBH	SPBXM
Банк ВТБ	TCS20A0JP5V6	RU000A0JP5V6	TILA21
UGI Corp	TCSF26811052	US9026811052	A30
IAC Inc	TCSF891N2080	US44891N2080	A29
Rakuten	TCSF102W1080	US75102W1080	A29
Farfetch Ltd	TCSF744W1070	KY30744W1070	A30
Canon Inc	TCSF80063099	US1380063099	A29
Vontier Corporation	TCSF88811014	US9288811014	A30
Akoustis Technologies, Inc.	BBG005WX3H09	US00973N1028	AKTS
Addus HomeCare Corp	TCSF67391062	US0067391062	A30
Rigel Pharmaceuticals Inc	TCS665597024	US7665597024	RIGL
C.H. Robinson Worldwide	TCSF541W2098	US12541W2098	A29
Veru Inc	TCSF536C1036	US92536C1036	A30
Smurfit WestRock	TCS2028FXN24	SW	SPBXM
Heska Corp	BBG000BWFH48	HSKA	SPBXM
Supernus Pharmaceuticals Inc	TCSF84591089	US8684591089	A30
Cable One	BBG000F02T51	CABO	SPBXM
Bio-Path Holdings Inc	BBG000PQXTT3	BPTH	nasdaq
FirstEnergy	TCSF79321074	US3379321074	A29
Erie IndemnIty Co	TCSF530P1021	US29530P1021	A30
Akoustis Technologies, Inc.	TCSF973N1028	US00973N1028	A29
Wix.com Ltd	TCSF11301780	IL0011301780	A30
FedEx	BBG000BJF1Z8	FDX	SPBXM
Blue Apron	BBG00FPFJTB9	US09523Q3092	APRN
Vir Biotechnology	US92764N1028	US92764N1028	SPBXM_OTC
Triterras	KYG9103H1020	KYG9103H1020	SPBXM_OTC
АДР Deutsche Lufthansa	TCSF15613048	US2515613048	A30
ВК	TCS00A106YF0	VKCO	TQBR
Prevail Therapeutics	BBG00K7JZBD9	PRVL	PRVL
Vital Farms	BBG006XWWBL6	VITL	VITL
AngloGold Ashanti plc	TCSFBRXH2664	GB00BRXH2664	A29
Scotts Miracle-Gro Co The	US8101861065	US8101861065	SPBXM_OTC
Циан АДР	TCS0418T1088	CIAN@US	SPBEQRU
Россети Северо-Запад	TCS00A0JPPB9	MRKZ	SMAL
Truist Financial Corporation	TCSF832Q1094	US89832Q1094	A29
Canadian National Railway Co	BBG000HS74G6	CNI	SPBXM
Sana Biotechnology	BBG00N5BMH61	SANA	SANA
Zions Bancorporation	BBG000BX9WL1	ZION	SPBXM
HB Fuller Co	TCSF96941068	US3596941068	A29
GATX Corporation	TCSF14481030	US3614481030	A29
Pluri	TCSF942G1040	US72942G1040	A29
Ingredion Inc	TCSF71871023	US4571871023	A29
Marathon Petroleum	TCSF585A1025	US56585A1025	A29
Paramount Global	BBG000C496P7	PARA	SPBXM
Rubrik	BBG0112J0G97	RLC3	RLC3
MKS Instruments	TCSF306N1046	US55306N1046	A29
Alnylam Pharmaceuticals Inc	US02043Q1076	US02043Q1076	SPBXM_OTC
Evolent Health Inc	TCSF050B1017	US30050B1017	A30
Dropbox Inc	BBG0018SLDN0	DBX	SPBXM
Deutsche Telekom AG АДР	TCSF15661054	US2515661054	A30
Tenaya Therapeutics	BBG00FPMK2S3	TNYA	TNYA
Sterling Construction	BBG000JD6TN5	STRL	STRL
Cheniere Energy	TCSF411R2085	US16411R2085	A29
Realty Income REIT	US7561091049	US7561091049	SPBXM_OTC
Worldline SA	BBG006N9S3T3	WLN	WLN
Sika AG	TCSF18792922	CH0418792922	A29
Nucor	US6703461052	US6703461052	SPBXM_OTC
Lenovo Group Ltd	BBG000BLWMN1	US5262501050	otcus
Ellington Residential Mortgage	TCSF85781078	US2885781078	A30
Таттелеком	BBG000RJL816	TTLK	TQBR
Solventum Corporation	BBG018YZH6T3	US83444M1018	SPBXM_OTC
CenterPoint Energy	BBG000FDBX90	CNP	SPBXM
BioDelivery Sciences International	BBG000KL8MG6	BDSI	BDSI
Silicon Laboratories Inc	BBG000BB99S3	SLAB	SPBXM
SBA Communications REIT	US78410G1040	US78410G1040	SPBXM_OTC
ANSYS	BBG000GXZ4W7	ANSS	SPBXM
Schrodinger Inc	BBG000T88BN2	SDGR	SPBXM
Harpoon Therapeutics	TCSF358P2056	US41358P2056	A29
Genesee & Wyoming Inc	BBG000GMDMK8	GWR	SPBXM
Crocs Inc	BBG000BLY663	CROX	SPBXM
SPAC Reinvent Technology Partners Y	TCS00Z92Y6X1	RTPY	RTPY
SJW Group	BBG000BT1ZY7	SJW	SPBXM
LCI Industries	TCSF189K1034	US50189K1034	A30
Amarin Corp PLC	TCSF31112063	US0231112063	A30
Банк Санкт-Петербург	TCS109100945	BSPB	SPEQ
Carrier Global	TCSF448C1045	US14448C1045	A30
Sally Beauty Holdings Inc	TCSF546E1047	US79546E1047	A30
Luckin Coffee	BBG00NZ6MSZ3	US54951L1098	LKNCY
OSI Systems Inc	BBG000BWPR54	OSIS	SPBXM
Veradigm Inc.	US01988P1084	US01988P1084	SPBXM_OTC
TKO Group Holdings	TCSF256C1018	US87256C1018	A29
Mesa Laboratories Inc	TCSF064R1095	US59064R1095	A29
Brinker International Inc	TCSF96411004	US1096411004	A29
Compass	TCSF464U1007	US20464U1007	A29
Immersion	TCSF25211078	US4525211078	A29
Tata Motors	US8765685024	US8765685024	SPBXM_OTC
SMART Global Holdings, Inc	TCSF232Y1017	KYG8232Y1017	A29
Корпоративный Центр Икс 5	TCS00A108X38	RU000A108X38	RU000A108X38
CorEnergy Infrastructure REIT	TCSF870U5020	US21870U5020	A29
Riot Platforms	TCSF72921050	US7672921050	A30
Nanometrics Inc	OLD000BPRN29	NANOold	SPBXM
Verisk Analytics	TCSF345Y1064	US92345Y1064	A30
Corbus Pharmaceuticals Holding	TCSF833P3010	US21833P3010	A30
Takeda Pharmaceutical Co Ltd	US8740602052	US8740602052	SPBXM_OTC
Signet Jewelers	BBG000C4ZZ10	SIG	SPBXM
Hawaiian Holdings Inc	BBG000BC4185	HA	SPBXM
Triterras	TCSF103H1020	KYG9103H1020	A29
Alnylam Pharmaceuticals Inc	TCSF043Q1076	US02043Q1076	A29
Telos Corporation	TCSF969B1017	US87969B1017	A29
Snowflake Inc	TCSF34451098	US8334451098	A29
Halyk Savings Bank of Kazakhstan	TCS6627J3023	US46627J3023	US46627J3023_A14
Camping World Holdings, Inc.	BBG00D2Z7X83	CWH	SPBXM
ГДР Tata Steel Limited	BBG000S2FDH1	TTST	TTST
Chimera Investment	BBG000PFLGY2	US16934Q2084	nyse
Faraday Future Intelligent Electric	TCS073597037	US3073597037	FFIE
Patrick Industries Inc	TCSF33431039	US7033431039	A29
Axogen Inc	US05463X1063	US05463X1063	SPBXM_OTC
Fix Price Group	TCS4835G2057	US33835G2057	US33835G2057_RZI
II-VI Inc	TCS000BLW102	IIVI	SPBXM
Soligenix Inc	BBG000FVMHG5	US8342235053	SNGX
Банк УРАЛСИБ	TCS006929536	RU0006929536	SMAL
Tempur Sealy International Inc	TCSF023U1016	US88023U1016	A29
Ericsson	TCSF48216088	US2948216088	A29
АЛРОСА	TCS007252813	ALRS	SPEQ
Группа Астра	TCS00A106T36	ASTR	PSSU
TiVo Corp	BBG00D2PXQL6	TIVO	nasdaq
Columbia Financial	BBG003222R31	CLBK	SPBXM
Myriad Genetics Inc	US62855J1043	US62855J1043	SPBXM_OTC
Caesars Entertainment Corporation	TCSF769G1004	US12769G1004	A29
ЕвроТранс	TCS20A1002V2	EUTR	PTEQ
The Home Depot	TCSF70761029	US4370761029	A29
Sprout Social	TCSF209W1099	US85209W1099	A29
Western Digital	US9581021055	US9581021055	SPBXM_OTC
OMV AG	TCSF00743059	AT0000743059	A29
Lam Research	TCSF28071082	US5128071082	A30
1-800-Flowers.com Inc	TCSF243Q1067	US68243Q1067	A29
Malibu Boats Inc	US56117J1007	US56117J1007	SPBXM_OTC
Dollar Tree	BBG000BSC0K9	DLTR	SPBXM
WEC Energy Group	TCSF939U1060	US92939U1060	A30
Concert Pharmaceuticals	BBG001RY41W1	CNCE	CNCE
Garrett Motion Inc	BBG00HY28P97	GTX	SPBXM
AMC Networks Inc	TCSF164V1035	US00164V1035	A30
Dorian LPG Ltd	TCSF106R1100	MHY2106R1100	A30
Nu Skin Enterprises Inc	TCSF018T1051	US67018T1051	A30
Willis Towers Watson	TCS0BDB6Q211	WLTW	SPBXM
Neogen Corp	TCSF04911066	US6404911066	A29
IPO Ozon	ISSUANCEOZON	ISSUANCEOZON	ISSUANCEOZON
Axos Financial Inc	US05465C1009	US05465C1009	SPBXM_OTC
Chegg Inc	BBG0014XR0N5	CHGG	SPBXM
China Life Insurance	US16939P1066	US16939P1066	SPBXM_OTC
Klaviyo	BBG009WR3FL5	KVYO	SPBXM
Zuora Inc	TCSF983V1061	US98983V1061	A29
Wrap Technologies, Inc.	BBG00GGSY953	US98212N1072	WRAP
Fix Price Group	TCS0835G2057	FIXP@GS	SPBEQRU
The Charles Schwab Corporation	US8085131055	US8085131055	SPBXM_OTC
МКБ	TCS00A0JUG31	CBOM	SMAL
Nexi	BBG00NNG19F1	NEXI	NEXI
Crowdstrike Holdings Inc	TCSF788C1053	US22788C1053	A30
CyberArk Software Ltd	TCSF11334468	IL0011334468	A30
Vestas Wind Systems A/S	BBG000DT6QX1	VWSB	VWSB
Magnitogorsk Iron & Steel Work	BBG000Q63JZ4	MMK	MMK
Terreno REIT	TCSF146M1018	US88146M1018	A30
СОЛЛЕРС	TCS106914488	RU0006914488	TILA21
Корпоративный Центр Икс 5	TCS90A108X38	RU000A108X38	BLR
Carbon Black Inc	BBG004J9HDV0	CBLK	nasdaq
MerIt Medical Systems Inc	TCSF98891040	US5898891040	A29
Electrolux AB	TCSF01982082	US0101982082	A29
FormFactor Inc	US3463751087	US3463751087	SPBXM_OTC
Башинформсвязь - Акции привилегированные	BBG000KGXMN1	BISVP	TQBR
Asos	BBG000KL73H8	ASC LN	ASC LN
MP Materials	TCSF33681012	US5533681012	A29
ЧТПЗ	BBG000Q49F45	CHEP	TQBR
Lowe's	BBG000BNDN65	LOW	SPBXM
SPAC Pershing Square Tontine Holdings Ltd	BBG00VQPGRL7	PSTH	US71531R1095
Allianz SE	BBGALV000000	BBGALV000000	BBGALV000000
Yamana Gold	BBG000NSQ9M0	AUY	AUY
Ulta Beauty	TCSF384S3031	US90384S3031	A29
Pinterest Inc	US72352L1061	US72352L1061	SPBXM_OTC
Магнит	BBG004RVFCY3	MGNT	TQBR
Thrasio	BBG01291R618	GG00BP6T1X57	RLC7
АДР Cia Cervecerias Unidas SA	BBG000BBCT50	CCU	CCU
АДР Himax Technologies	TCSF289P1066	US43289P1066	A29
AutoZone	BBG000C7LMS8	AZO	SPBXM
Trinseo	TCSF00QBK8U7	IE0000QBK8U7	A29
CLP Holdings	BBG000BDV566	2	SPBHKEX
Кузбасская топливная компания	BBG000QW1WH0	KBTK	TQBR
АФК Система	TCS00A0DQZE3	AFKS	SMAL
DouYu	TCSF985W1053	US25985W1053	A29
ON Semiconductor Corp	US6821891057	US6821891057	SPBXM_OTC
Power Integrations Inc	US7392761034	US7392761034	SPBXM_OTC
Danaher	TCSF58511028	US2358511028	A29
Chipotle Mexican Grill	US1696561059	US1696561059	SPBXM_OTC
Accelleron Industries	BBG019PK8Q74	US00449R1095	ACLLY
Upwork Inc	TCSF688F1049	US91688F1049	A30
Sumo Logic, Inc.	BBG002GKBNW5	SUMO	SPBXM
TAL Education Group	TCS040801043	US8740801043	US8740801043_A11
ГДР Kaspi.kz JSC	BBG00XV2T033	KSPI@GS	SPBXM
ТНС энерго Нижний Новгород	BBG000J1TPS9	NNSB	TQBR
PennyMac Financial Services	TCSF932M1071	US70932M1071	A30
Gladstone Commercial Corp REIT	TCSF65361080	US3765361080	A29
AT&T	TCS3206R1023	US00206R1023	US00206R1023_TIL03
ImmunoGen Inc	TCSF253H1014	US45253H1014	A30
Penumbra Inc	US70975L1070	US70975L1070	SPBXM_OTC
ГДР X5 RetailGroup	TCSS387E2054	US98387E2054	US98387E2054_RZK
Avista Corporation	TCSF379B1070	US05379B1070	A30
Stanley Black & Decker	TCSF45021011	US8545021011	A30
United Natural Foods	TCSF11631035	US9111631035	A30
MongoDB Inc	US60937P1066	US60937P1066	SPBXM_OTC
Mercedes-Benz Group AG	TCSF07100000	DE0007100000	A30
Goldman Sachs	BBG000C6CFJ5	GS	SPBXM
N-able	TCSF878D1000	US62878D1000	A30
DaVita HealthCare Partners	US23918K1088	US23918K1088	SPBXM_OTC
VAALCO Energy, Inc.	TCSF851C2017	US91851C2017	A29
Mastercard	TCS7736Q1040	MA	0BLP
S&P Global	US78409V1044	US78409V1044	SPBXM_OTC
SPAC Alkuri Global Acquisition	BBG00YR19V41	KURI	KURI
Turtle Beach Corp	TCSF04502061	US9004502061	A30
NAC Kazatomprom JSC	TCSF253R2013	US63253R2013	A30
Kenon Holdings	BBG007LYGF78	KEN	KEN
Roku Inc	TCS7543R1023	ROKU-RM	FQBR
Ubiquiti Networks Inc	OLD001R72SR9	UBNTold	SPBXM
Arcadium Lithium	BBG01HN34WN9	ALTM	SPBXM
CBS Corporation	OLD000C496P7	CBSold	SPBXM
Aspira Womens Health	US04537Y1091	US04537Y1091	SPBXM_OTC
Exponent, Inc.	TCSF214U1025	US30214U1025	A30
Beam Global	TCSF373B1098	US07373B1098	A30
Altimeter Growth Corp 2	BBG00YLXWCD3	AGCB	AGCB
Geely Automobile Holdings	BBG000BZ3PX4	175	SPBHKEX
Uber	TCS1353T1007	US90353T1007	NDS
Li-Cycle Holdings	TCSF202P1053	CA50202P1053	A29
DNOW	TCSF011P1003	US67011P1003	A29
Wolfspeed	TCSF78521024	US9778521024	A29
Palantir Technologies Inc	TCSF608A1088	US69608A1088	A29
CommVault Systems Inc	TCSF41661024	US2041661024	A29
Moody's	BBG000F86GP6	MCO	SPBXM
Assa Abloy AB	TCSF53871073	US0453871073	A30
Concentrix Corporation	BBG00RCNQMX3	CNXC	SPBXM
Prestige Consumer Healthcare I	TCSF112D1019	US74112D1019	A29
BG Staffing Inc	TCSF601C1053	US05601C1053	A30
Telephone & Data Systems Inc	TCSF94338298	US8794338298	A30
Яндекс	TCSS09805522	YNDX	PTEQ
Fresh Del Monte Produce Inc.	BBG000JLQGN3	FDP	FDP
Dr. Reddy's Laboratories	BBG000NJ96L6	RDY	SPBXM
Permian Resources	TCSF424F1057	US71424F1057	A30
Fidelity National Financial, Inc.	TCSF620R3030	US31620R3030	A30
АДР Achilles Therapeutics	BBG00ZHF9VV8	ACHL	ACHL
Albemarle	BBG000BJ26K7	ALB	SPBXM
СПБ Биржа	BBG002GHV6L9	SPBE	SPBRU
Alaunos Therapeutics	TCSF973P1012	US98973P1012	A30
Ionis Pharmaceuticals Inc	US4622221004	US4622221004	SPBXM_OTC
Globus Medical Inc	US3795772082	US3795772082	SPBXM_OTC
MercadoLibre Inc	BBG000GQPB11	MELI	SPBXM
Geo Group REIT	TCSF162J1060	US36162J1060	A30
АДР Companhia Siderurgica Nacional	TCSF440W1053	US20440W1053	A30
Comerica Incorporated	TCSF03401070	US2003401070	A29
China Longyuan Power Group	BBG000P2MRM9	916	SPBHKEX
Under Armour	BBG000BXM6V2	UAA	SPBXM
Titan International	BBG000BBNFG6	TWI	TWI
Novolipetsk Steel PJSC	BBG000PR0PJ6	NLMK@GS	SPBXM
PhenomeX	US0843101017	US0843101017	SPBXM_OTC
Vir Biotechnology	TCSF764N1028	US92764N1028	A30
Aqua Metals Inc	TCS3837J1016	US03837J1016	US03837J1016
Voyager Digital	BBG000BTQNK2	UCD	UCD
Lenovo Group Ltd	TCSF62501050	US5262501050	A29
Edgewise Therapeutics	BBG00K4Y2H24	EWTX	EWTX
Affiliated Managers Group	US0082521081	US0082521081	SPBXM_OTC
Kala Pharmaceuticals Inc	TCS001J2MVT8	KALAold	KALAold
Kraft Heinz	TCSF07541064	US5007541064	A29
Autodesk	TCSF27691069	US0527691069	A30
Vitru	TCSF440D1034	KYG9440D1034	A30
Intellia Therapeutics Inc	BBG007KC7PB0	NTLA	SPBXM
SunPower Corp	BBG000FVQ185	SPWR	SPWR
Совкомбанк	TCS00A0ZZAC4	SVCB	TQBR
First Financial Bankshares, Inc.	BBG000BL8476	FFIN	SPBXM
Encore Capital Group Inc	BBG000F369C7	ECPG	SPBXM
Radware Ltd.	BBG000BKWR89	RDWR	RDWR
Iovance Biotherapeutics Inc	TCSF22601007	US4622601007	A29
Accenture	TCSFB4BNMY34	IE00B4BNMY34	A30
Goodness Growth	TCSF238W1032	CA38238W1032	A29
Covetrus Inc	BBG00KR691K8	CVET	SPBXM
Heidrick & Struggles International	BBG000CYTZ93	HSII	HSII
Arrowhead Pharmaceuticals Inc	TCSF280A1007	US04280A1007	A30
China Construction Bank	TCSF000002H1	CNE1000002H1	A29
China Resources Beer	BBG000BKWM80	291	SPBHKEX
Compass Minerals International	TCSF451N1019	US20451N1019	A30
Entera Bio Ltd.	BBG000R1K184	IL0011429839	ENTX
Fisker	TCSF813J1060	US33813J1060	A29
Hartford Financial Services	BBG000G0Z878	HIG	SPBXM
Brandywine REIT	BBG000CL6RJ3	BDN	BDN
SP Plus Corp	TCSF469C1036	US78469C1036	A30
Waters	BBG000FQRVM3	WAT	SPBXM
Travel + Leisure Co.	TCSF41641024	US8941641024	A29
Howard Hughes Holdings Inc.	TCSF267T1025	US44267T1025	A29
IPG Photonics Corporation	US44980X1090	US44980X1090	SPBXM_OTC
Packaging Corp of America	TCSF51561090	US6951561090	A29
BOK Financial	TCSF561Q2012	US05561Q2012	A29
PayPal Holdings	TCS2450Y1038	US70450Y1038	NDS
Meritage Homes Corp	TCSF001A1025	US59001A1025	A29
Красногорский завод им. С.А. Зверева - ао	TCS009124010	KZIZ	MTQR
ManpowerGroup Inc	US56418H1005	US56418H1005	SPBXM_OTC
Evolus	TCSF052C1071	US30052C1071	A30
MongoDB Inc	TCSF937P1066	US60937P1066	A30
Vuzix Corp	TCS2921W3007	US92921W3007	A25
Pinterest Inc	TCSF352L1061	US72352L1061	A29
Zurn Elkay Water Solutions	US98983L1089	US98983L1089	SPBXM_OTC
Envista Holdings	TCSF415F1049	US29415F1049	A30
Gogoro	BBG007G2T2H8	GGR	GGR
Echo Global Logistics Inc	BBG000RFP8W6	ECHO	SPBXM
CDW Corp	BBG001P63B80	CDW	SPBXM
Quest Diagnostics	BBG000BN84F3	DGX	SPBXM
Marquee Raine Acquisition Corp	BBG00Z49T4T7	MRAC	MRAC
Capital One	US14040H1059	US14040H1059	SPBXM_OTC
Aurora Cannabis	TCS0156X8504	CA05156X8504	A11
Vonovia SE	BBGVONOVIASE	VNA	VNA
Henkel AG & Co	DE0006048432	DE0006048432	SPBXM_OTC
Rogers Corp	US7751331015	US7751331015	SPBXM_OTC
OGE Energy Corp.	TCSF08371033	US6708371033	A29
Harley-Davidson	BBG000BKZTP3	HOG	SPBXM
Welltower REIT	BBG000BKY1G5	WELL	SPBXM
АДР Lufax Holding Ltd	BBG00XS6QZN2	LU	LU
АДР KB Financial Group	TCSF241A1051	US48241A1051	A30
Floor & Decor Holdings Inc	TCSF97501012	US3397501012	A29
Alliance Resource Partners LP	BBG000C14X88	US01877R1086	nasdaq
Ubisoft	BBG000RK9149	US90348R1023	otcus
Desktop Metal	TCSF058X1054	US25058X1054	A30
UGI Corp	US9026811052	US9026811052	SPBXM_OTC
Banco Bradesco SA	TCS594603039	US0594603039	US0594603039
Intel Corporation	TCS181401001	US4581401001	T04
OMV AG	TCS000BL7SJ1	AT0000743059	AT0000743059
BankUnited, Inc.	TCSF652K1034	US06652K1034	A29
Greenlane Holdings	US3953302029	US3953302029	SPBXM_OTC
Enterprise Products Partners	BBG000BR3012	US2937921078	EPD
Medifast Inc	BBG000BWBW76	MED	SPBXM
HubSpot Inc	US4435731009	US4435731009	SPBXM_OTC
Best Buy Co.	TCSF65161014	US0865161014	A30
Avista Corporation	US05379B1070	US05379B1070	SPBXM_OTC
ManpowerGroup Inc	TCSF418H1005	US56418H1005	A29
United Therapeutics Corp	TCSF307C1027	US91307C1027	A29
NXP Semiconductors NV	NL0009538784	NL0009538784	SPBXM_OTC
UGI Corp	BBG000BVYN55	UGI	SPBXM
American Well Corporation	TCSF044L1052	US03044L1052	A29
Сбер Банк	TCS309029540	RU0009029540	RU0009029540_BLABEB
LivePerson Inc	BBG000BSV0W5	LPSN	SPBXM
Ensign Group Inc	BBG000K1T9L0	ENSG	SPBXM
Enbridge	TCSF250N1050	CA29250N1050	A30
Atlantic Union Bankshares	BBG000BKS4S3	AUB	AUB
REGENXBIO Inc	TCSF901B1070	US75901B1070	A29
Catalent Inc	TCSF88061029	US1488061029	A30
GitLab	BBG00DHTYPH8	GTLB	SPBXM
Energias de Portugal	TCSFP0AM0009	PTEDP0AM0009	A30
China Petroleum & Chemical Corp	BBG000MQF8G6	386	SPBHKEX
PennantPark Floating Rate Capital Ltd.	BBG001LV74X3	US70806A1060	PFLT
Littelfuse	US5370081045	US5370081045	SPBXM_OTC
Ault Alliance	TCSF175M5076	US09175M5076	A29
Molina Healthcare Inc	TCSF855R1005	US60855R1005	A30
TE Connectivity	BBG000RGM5P1	TEL	SPBXM
Turkiye Garanti Bankasi AS	TCSF01487019	US9001487019	A30
Vodafone	BBG000C6K6G9	VOD LN	VOD LN
Pieris Pharmaceuticals	BBG0055C3N57	PIRS	PIRS
Super Micro Computer	BBG000MYZDJ3	SMCI	SMCI
Edison International	BBG000D7RKJ5	EIX	SPBXM
Monster Beverage	TCSF174X1090	US61174X1090	A29
Atlassian	TCSF94681010	US0494681010	A29
Outfront Media REIT	TCSF007J1060	US69007J1060	A29
Wendy's	TCSF058W1009	US95058W1009	A30
BYD Co Ltd	TCSF00000296	CNE100000296	A30
Select Water Solutions	TCSF617J3014	US81617J3014	A29
Novavax	TCSF00024010	US6700024010	A29
Knife River Corporation	TCSF88941047	US4988941047	A29
Atara Biotherapeutics Inc	TCSF65131078	US0465131078	A30
Old Dominion Freight Line Inc	BBG000CHSS88	ODFL	SPBXM
Atrion Corp	TCSF99041053	US0499041053	A29
ONE Gas	US68235P1084	US68235P1084	SPBXM_OTC
FirstMark Horizon Acquisition Corp	BBG00XKM1H25	FMAC	FMAC
GlycoMimetics	TCSF000Q1022	US38000Q1022	A30
Homology Medicines	TCSF80831077	US4380831077	A29
Stamps.com Inc	BBG000CZ4KF3	STMP	SPBXM
Bruker Corp	TCSF67941087	US1167941087	A30
New Relic Inc	BBG001NFKJ68	NEWR	SPBXM
Gold Resource Corporation	TCSF068T1051	US38068T1051	A29
Fidelity National Financial, Inc.	TCSF620R3030	US31620R3030	A29
View	BBG00WLM2YL7	VIEW	VIEW
Kite Realty Group REIT	TCSF803T3005	US49803T3005	A30
IONQ	BBG00XZP0LB4	US46222L1089	IONQ
Axsome Therapeutics Inc	BBG00B6G7GL7	AXSM	SPBXM
Piedmont Lithium	BBG00YJ7NBQ1	PLL	SPBXM
